Transaction ID,Velocity ID,Alert Information,Alert Type,Is Alerted Transaction?,Account No,Ref No,Transaction Code Description,Currency,Transaction Amount,Transaction Date,Dr Cr,Beneficiary ID,Beneficiary Name,Beneficiary Last Name,Beneficiary Address,Beneficiary Type,Originator ID,Originator Name,Originator First Name,Originator Last Name,Originator Address
12315010,ALERT1234141,Large value card transactions for purchase,TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210210,HNT_D_3000,USD,4200.25,2025-02-08,DR,234213241236,Best Buy,Best Buy,Chicago IL US,CreditParty,HNT23_jalskdjfalksjfiei234,Jhon Doe,Jhon,Doe,123 WhiteField DR US
12315011,ALERT1234141,"Large repetitive card usage at the same merchant, Large value card transactions for purchase",TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210211,HNT_D_3000,USD,5000.00,2025-02-09,CR,HNT23_jalskdjfalksjfiei234,Jhon Doe,Doe,123 WhiteField DR US,Individual,900000000002,Michael Brown,Michael,Brown,14 Lakeview Rd Austin TX US
12315011,ALERT1234141,Large repetitive card usage at the same merchant,TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210211,HNT_D_3000,USD,5000.00,2025-02-09,CR,HNT23_jalskdjfalksjfiei234,Jhon Doe,Doe,123 WhiteField DR US,Individual,900000000002,Michael Brown,Michael,Brown,14 Lakeview Rd Austin TX US
12315012,ALERT1234141,Large value card transactions for purchase,TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210212,HNT_D_3000,USD,1100.00,2025-02-10,DR,234213241234,Apple Store,Apple Store,New York NY US,CreditParty,HNT23_jalskdjfalksjfiei234,Jhon Doe,Jhon,Doe,123 WhiteField DR US
12315013,ALERT1234141,"Large value card transactions for purchase, Large repetitive card usage at the same merchant",TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210213,HNT_D_3000,USD,1850.50,2025-02-11,CR,HNT23_jalskdjfalksjfiei234,Jhon Doe,Doe,123 WhiteField DR US,Individual,900000000003,Sophia Nguyen,Sophia,Nguyen,250 Market St San Jose CA US
12315014,ALERT1234141,Large repetitive card usage at the same merchant,TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210214,HNT_D_3000,USD,2900.00,2025-02-12,DR,234213241235,Amazon Marketplace,Amazon Marketplace,Seattle WA US,CreditParty,HNT23_jalskdjfalksjfiei234,Jhon Doe,Jhon,Doe,123 WhiteField DR US
12315015,ALERT1234141,Large value card transactions for purchase,TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210215,HNT_D_3000,USD,3450.75,2025-02-13,DR,234213241236,Best Buy,Best Buy,Chicago IL US,CreditParty,HNT23_jalskdjfalksjfiei234,Jhon Doe,Jhon,Doe,123 WhiteField DR US
12315015,ALERT1234141,Large value card transactions for purchase,TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210215,HNT_D_3000,USD,3450.75,2025-02-13,DR,234213241236,Best Buy,Best Buy,Chicago IL US,CreditParty,HNT23_jalskdjfalksjfiei234,Jhon Doe,Jhon,Doe,123 WhiteField DR US
12315016,ALERT1234141,"Large repetitive card usage at the same merchant, Large value card transactions for purchase",TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210216,HNT_D_3000,USD,4100.00,2025-02-14,CR,HNT23_jalskdjfalksjfiei234,Jhon Doe,Doe,123 WhiteField DR US,Individual,900000000001,Emily Carter,Emily,Carter,88 Pine St Boston MA US
12315017,ALERT1234141,"Large value card transactions for purchase, Large repetitive card usage at the same merchant",TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210217,HNT_D_3000,USD,1350.25,2025-02-15,DR,234213241234,Apple Store,Apple Store,New York NY US,CreditParty,HNT23_jalskdjfalksjfiei234,Jhon Doe,Jhon,Doe,123 WhiteField DR US
12315017,ALERT1234141,Large repetitive card usage at the same merchant,TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210217,HNT_D_3000,USD,1350.25,2025-02-15,DR,234213241234,Apple Store,Apple Store,New York NY US,CreditParty,HNT23_jalskdjfalksjfiei234,Jhon Doe,Jhon,Doe,123 WhiteField DR US
12315018,ALERT1234141,Large value card transactions for purchase,TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210218,HNT_D_3000,USD,2250.00,2025-02-16,CR,HNT23_jalskdjfalksjfiei234,Jhon Doe,Doe,123 WhiteField DR US,Individual,900000000002,Michael Brown,Michael,Brown,14 Lakeview Rd Austin TX US
12315019,ALERT1234141,Large repetitive card usage at the same merchant,TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210219,HNT_D_3000,USD,3700.50,2025-02-17,DR,234213241235,Amazon Marketplace,Amazon Marketplace,Seattle WA US,CreditParty,HNT23_jalskdjfalksjfiei234,Jhon Doe,Jhon,Doe,123 WhiteField DR US
12315020,ALERT1234141,Large value card transactions for purchase,TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210220,HNT_D_3000,USD,4800.00,2025-02-18,CR,HNT23_jalskdjfalksjfiei234,Jhon Doe,Doe,123 WhiteField DR US,Individual,900000000003,Sophia Nguyen,Sophia,Nguyen,250 Market St San Jose CA US
12315021,ALERT1234141,"Large repetitive card usage at the same merchant, Large value card transactions for purchase",TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210221,HNT_D_3000,USD,1600.75,2025-02-19,DR,234213241236,Best Buy,Best Buy,Chicago IL US,CreditParty,HNT23_jalskdjfalksjfiei234,Jhon Doe,Jhon,Doe,123 WhiteField DR US
12315021,ALERT1234141,Large value card transactions for purchase,TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210221,HNT_D_3000,USD,1600.75,2025-02-19,DR,234213241236,Best Buy,Best Buy,Chicago IL US,CreditParty,HNT23_jalskdjfalksjfiei234,Jhon Doe,Jhon,Doe,123 WhiteField DR US
12315022,ALERT1234141,"Large value card transactions for purchase, Large repetitive card usage at the same merchant",TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210222,HNT_D_3000,USD,2450.00,2025-02-20,CR,HNT23_jalskdjfalksjfiei234,Jhon Doe,Doe,123 WhiteField DR US,Individual,900000000001,Emily Carter,Emily,Carter,88 Pine St Boston MA US
12315023,ALERT1234141,Large value card transactions for purchase,TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210223,HNT_D_3000,USD,3150.25,2025-02-21,DR,234213241234,Apple Store,Apple Store,New York NY US,CreditParty,HNT23_jalskdjfalksjfiei234,Jhon Doe,Jhon,Doe,123 WhiteField DR US
12315024,ALERT1234141,Large repetitive card usage at the same merchant,TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210224,HNT_D_3000,USD,4950.50,2025-02-22,CR,HNT23_jalskdjfalksjfiei234,Jhon Doe,Doe,123 WhiteField DR US,Individual,900000000002,Michael Brown,Michael,Brown,14 Lakeview Rd Austin TX US
12315024,ALERT1234141,Large repetitive card usage at the same merchant,TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210224,HNT_D_3000,USD,4950.50,2025-02-22,CR,HNT23_jalskdjfalksjfiei234,Jhon Doe,Doe,123 WhiteField DR US,Individual,900000000002,Michael Brown,Michael,Brown,14 Lakeview Rd Austin TX US
12315025,ALERT1234141,Large value card transactions for purchase,TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210225,HNT_D_3000,USD,1750.00,2025-02-23,DR,234213241235,Amazon Marketplace,Amazon Marketplace,Seattle WA US,CreditParty,HNT23_jalskdjfalksjfiei234,Jhon Doe,Jhon,Doe,123 WhiteField DR US
12315026,ALERT1234141,"Large value card transactions for purchase, Large repetitive card usage at the same merchant",TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210226,HNT_D_3000,USD,2850.75,2025-02-24,CR,HNT23_jalskdjfalksjfiei234,Jhon Doe,Doe,123 WhiteField DR US,Individual,900000000003,Sophia Nguyen,Sophia,Nguyen,250 Market St San Jose CA US
12315026,ALERT1234141,Large repetitive card usage at the same merchant,TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210226,HNT_D_3000,USD,2850.75,2025-02-24,CR,HNT23_jalskdjfalksjfiei234,Jhon Doe,Doe,123 WhiteField DR US,Individual,900000000003,Sophia Nguyen,Sophia,Nguyen,250 Market St San Jose CA US
12315027,ALERT1234141,"Large repetitive card usage at the same merchant, Large value card transactions for purchase",TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210227,HNT_D_3000,USD,3550.00,2025-02-25,DR,234213241236,Best Buy,Best Buy,Chicago IL US,CreditParty,HNT23_jalskdjfalksjfiei234,Jhon Doe,Jhon,Doe,123 WhiteField DR US
12315028,ALERT1234141,Large value card transactions for purchase,TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210228,HNT_D_3000,USD,4300.25,2025-02-26,CR,HNT23_jalskdjfalksjfiei234,Jhon Doe,Doe,123 WhiteField DR US,Individual,900000000001,Emily Carter,Emily,Carter,88 Pine St Boston MA US
12315029,ALERT1234141,Large repetitive card usage at the same merchant,TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210229,HNT_D_3000,USD,1950.50,2025-02-27,DR,234213241234,Apple Store,Apple Store,New York NY US,CreditParty,HNT23_jalskdjfalksjfiei234,Jhon Doe,Jhon,Doe,123 WhiteField DR US
12315030,ALERT1234141,"Large value card transactions for purchase, Large repetitive card usage at the same merchant",TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210230,HNT_D_3000,USD,2600.00,2025-02-28,CR,HNT23_jalskdjfalksjfiei234,Jhon Doe,Doe,123 WhiteField DR US,Individual,900000000002,Michael Brown,Michael,Brown,14 Lakeview Rd Austin TX US
12315030,ALERT1234141,"Large repetitive card usage at the same merchant, Large value card transactions for purchase",TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210230,HNT_D_3000,USD,2600.00,2025-02-28,CR,HNT23_jalskdjfalksjfiei234,Jhon Doe,Doe,123 WhiteField DR US,Individual,900000000002,Michael Brown,Michael,Brown,14 Lakeview Rd Austin TX US
12315031,ALERT1234141,Large value card transactions for purchase,TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210231,HNT_D_3000,USD,3900.75,2025-03-01,DR,234213241235,Amazon Marketplace,Amazon Marketplace,Seattle WA US,CreditParty,HNT23_jalskdjfalksjfiei234,Jhon Doe,Jhon,Doe,123 WhiteField DR US
12315032,ALERT1234141,Large repetitive card usage at the same merchant,TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210232,HNT_D_3000,USD,4750.00,2025-03-02,CR,HNT23_jalskdjfalksjfiei234,Jhon Doe,Doe,123 WhiteField DR US,Individual,900000000003,Sophia Nguyen,Sophia,Nguyen,250 Market St San Jose CA US
12315033,ALERT1234141,Large value card transactions for purchase,TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210233,HNT_D_3000,USD,1450.25,2025-03-03,DR,234213241236,Best Buy,Best Buy,Chicago IL US,CreditParty,HNT23_jalskdjfalksjfiei234,Jhon Doe,Jhon,Doe,123 WhiteField DR US
12315033,ALERT1234141,Large value card transactions for purchase,TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210233,HNT_D_3000,USD,1450.25,2025-03-03,DR,234213241236,Best Buy,Best Buy,Chicago IL US,CreditParty,HNT23_jalskdjfalksjfiei234,Jhon Doe,Jhon,Doe,123 WhiteField DR US
12315034,ALERT1234141,"Large value card transactions for purchase, Large repetitive card usage at the same merchant",TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210234,HNT_D_3000,USD,2350.50,2025-03-04,CR,HNT23_jalskdjfalksjfiei234,Jhon Doe,Doe,123 WhiteField DR US,Individual,900000000001,Emily Carter,Emily,Carter,88 Pine St Boston MA US
12315035,ALERT1234141,"Large repetitive card usage at the same merchant, Large value card transactions for purchase",TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210235,HNT_D_3000,USD,3850.00,2025-03-05,DR,234213241234,Apple Store,Apple Store,New York NY US,CreditParty,HNT23_jalskdjfalksjfiei234,Jhon Doe,Jhon,Doe,123 WhiteField DR US
12315035,ALERT1234141,Large repetitive card usage at the same merchant,TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210235,HNT_D_3000,USD,3850.00,2025-03-05,DR,234213241234,Apple Store,Apple Store,New York NY US,CreditParty,HNT23_jalskdjfalksjfiei234,Jhon Doe,Jhon,Doe,123 WhiteField DR US
12315036,ALERT1234141,Large value card transactions for purchase,TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210236,HNT_D_3000,USD,4600.75,2025-03-06,CR,HNT23_jalskdjfalksjfiei234,Jhon Doe,Doe,123 WhiteField DR US,Individual,900000000002,Michael Brown,Michael,Brown,14 Lakeview Rd Austin TX US
12315037,ALERT1234141,Large repetitive card usage at the same merchant,TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210237,HNT_D_3000,USD,1800.00,2025-03-07,DR,234213241235,Amazon Marketplace,Amazon Marketplace,Seattle WA US,CreditParty,HNT23_jalskdjfalksjfiei234,Jhon Doe,Jhon,Doe,123 WhiteField DR US
12315038,ALERT1234141,"Large value card transactions for purchase, Large repetitive card usage at the same merchant",TM,Yes,HNTchdo_kjieo3ju4b2ki23ur23b2i4n2,HNT293482349210238,HNT_D_3000,USD,2950.25,2025-03-08,CR,HNT23_jalskdjfalksjfiei234,Jhon Doe,Doe,123 WhiteField DR US,Individual,900000000003,Sophia Nguyen,Sophia,Nguyen,250 Market St San Jose CA US
